"order_id","product_id","craftsman_id","customer_id","order_created_date","order_completion_date","order_status","product_name","product_description","product_type","product_price"
699,699,699,699,2021-04-18,2021-04-20,done,Stories Eau De Parfum,"The composition is Oriental-Floral with woody and fruity tones. It opens with an unusual combination of spices and pink guava mousse that leads to a floral heart of jasmine and iris refreshed with a tea accord. The base ends with sandalwood and amber notes, accompanied by a sweet touch of vanilla.",Beauty & Hygiene,208
700,700,700,700,2018-06-07,,created,HandMade Boys Pack of 2 Henley Neck T-shirts,"Pack of 2 Henley Neck T-shirtsYellow and navy blue striped T-shirt ,has a Henley neck, short sleevesYellow and navy blue striped T-shirt ,has a Henley neck, short sleeves",clothes,66
701,701,701,701,2022-04-14,,in progress,Ambre Majestique For Women,"Ambre Majestique from the house of HandMade is an earthy, seductive scent for women. It's deceptively simple in its sophistication. The fragrance starts with the notes of mandarin, bergamot and tangerine. The heart notes include jasmine, rose and peach while the base notes consist of sandalwood, amber and musk.",Beauty & Hygiene,151
702,702,702,702,2018-01-25,2018-01-28,done,HandMade Men Blue & Off-White Slim Fit Checked Casual Shirt,"Blue and off-white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",clothes,286
703,703,703,703,2019-06-10,,created,Perfume Body Spray - Bleu,"Long-lasting refreshing fragrantƒâ€š‚Â deodorant, the irresistible freshness ofƒâ€š‚Â perfumed deodorantƒâ€š‚Â takes you into the heart of an Italian garden.  For Beauty tips, tricks & more visit‚Â https://bigbasket.blog/",Beauty & Hygiene,163
704,704,704,704,2018-07-26,2018-07-27,done,HandMade Women Gold-Toned Woven Design Mules,"A pair of gold-toned round-toe flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsole",clothes,148
705,705,705,705,2022-04-12,,delivery,Blu Dreams EDP Fougere Perfume For Men,"Inspired by Fresh Spicy and Woody notes, the fragrance is designed to attract the young and the adventurous with its refreshing approach. The fragrance revels with neroli and lemon presenting the opening of the accord, with orange blossom and rosemary in perfect blend with patchouli musk and vanilla providing the fragrance with warmth and sensual appeal.",Beauty & Hygiene,290
706,706,706,706,2021-03-20,,in progress,HandMade Pack of 2 Assorted Lightly Padded T-shirt Bras E6552DPUWI,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here,clothes,54
707,707,707,707,2019-01-12,2019-01-13,done,Mukhallat Khas Concentrated Oriental Perfume Free From Alcohol For Unisex,"A special oriental blend that will appeal to individuals looking for a traditional fragrance that is reminiscent of traditions and heritage. A fragrance that combines traditional yet classic ingredients like Amber, Hina, Rose and Musk to create a floral fresh, Green Musky accord that lingers with warm sweet Ambery notes.",Beauty & Hygiene,58
708,708,708,708,2019-12-21,,created,HandMade Men QUICK-2 Navy Sports Sandals,A pair of navy blue comfort sandalsSynthetic upper with velcro closureCushioned footbedPatterned tpr outsoleWarranty: 1 monthWarranty provided by brand/manufacturer,clothes,92
709,709,709,709,2021-03-11,,created,"M White - Eau De Parfum, For Her","Raspberry and orange blossom induced fruity floral top is both sweet and serene. A floral heart induced by notes of neroli, jasmine and gardenia. Woody Sweet bases notes of patchouli and honey add to the sweetness of the accord. Designed for her, who is artistic and loves bubbly sweet fragrances.",Beauty & Hygiene,153
710,710,710,710,2021-01-15,,created,HandMade Women Blue & Black Regular Fit Checked Casual Shirt,"Blue and Black checked casual shirt, has a spread collar, long sleeves, button placket, high-low hem, and 2 flap pockets",clothes,159
711,711,711,711,2021-11-18,2021-11-21,done,"1001 Nights Concentrated Oriental Perfume Free From Alcohol For Unisex","Uniting deep-rooted traditions with modern times, Alf Lail O Lail Eau de Parfum, comprises Spicy and Smoky notes, which evolve into a menagerie of Floral elements, complemented by the lingering effect of Musky and Woody notes. Equally as enchanting as the fragrance and in continuation of the â€˜1001 Arabian Nightsâ€™ theme, the Eau de Parfum is encased in an exquisitely-crafted bottle resembling a magic lamp. The matt-gold finish of the casing and the silver cap add to the charm of the authentic looking Arabian bottle containing 60 ml of the entrancing scent, capturing the magic and mystery of the orient.",Beauty & Hygiene,117
712,712,712,712,2018-08-19,,delivery,HandMade Men Light Blue Printed Round Neck T-shirt,"Light Blue printed T-shirt, has a round neck, and short sleeves",clothes,153
713,713,713,713,2022-09-12,,delivery,Deodorant Spray - Glamour,"Confetti provides Carefully Selected fragrance for the modern day girl  For Beauty tips, tricks & more visitÂ https://bigbasket.blog/",Beauty & Hygiene,30
714,714,714,714,2018-08-04,,in progress,HandMade Women Pack of 2 Assorted Lightly Padded T-shirt Bras E6552PIWI,Pack of 2 solid half-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All day comfortDisclaimer: The final product delivered might vary in colour and prints from the display here,clothes,287
715,715,715,715,2022-02-26,2022-02-28,done,Deodorant Spray - Silver,"For a fresh & dry feeling all day long  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,244
716,716,716,716,2021-04-15,2021-04-17,done,HandMade Gold-Toned & Blue Teardrop Shaped Jhumkas,Gold-Toned and Blue Teardrop Shaped Earrings and brass-plated Secured with a post and back,clothes,61
717,717,717,717,2020-06-09,,in progress,Deodorant Body Spray - Black Chastity Pour Homme,"A man's appearance is defined by his clothes sense. Impeccable dressing, whether formal or casual is the first key to irresistibility. Let your choice of colours and fabric speak for you. Let your accessories complement your style. Keep up with the fashion of the day, but also venture out to set new trends for others to follow. Perfume-one of the essentials of physical appeal never to be compromised upon.",Beauty & Hygiene,29
718,718,718,718,2020-07-21,,created,HandMade Women Burgundy Embroidered A-Line Top,"Burgundy solid woven A-line top, has a tie-up neck, and three-quarter sleeves, emroidered detailing",clothes,206
719,719,719,719,2018-03-04,2018-03-05,done,Starlight Deodorant Spray,"The starlight deo Spray this captivating deodorant for an explosion of freshness and aroma. It is bottled to perfection in pristine colours, topped with a metallic cap. The unforgettable essence will transform you to a whole new world, making you the centre of attraction all day.",Beauty & Hygiene,198
720,720,720,720,2022-01-29,2022-01-31,done,HandMade Brass Plated Gold-Toned & Beige Handcrafted Crescent Shaped Chandbalis,"Gold-Toned and Beige Crescent Shaped Earrings, brass-plated, and has artificial stones Secured with a post and back",clothes,233
721,721,721,721,2019-11-14,,created,"Global Edition, Miami Magic","HandMade Global Edition No Gas Miami Magic deodorant spray for men: Miami, where the bright sun kisses the warm sea and the sky, and paints in more colours than the crayon box; where the winds sway the palms and rustle the hair. Tropical Miami is a beach lover's paradise. Inspired by this paradise destination, Miami Magic deo for men is a perfect sail where notes of Lemon effortlessly flow into Sage and Tonka Bean. Zesty and fun, this is a signature scent for men that captures the vacay vibes of Miami.
HandMade Global Edition No Gas Perfume Spray for men is a collection of fine fragrances inspired by destinations from around the world. It recreates the aromas of exotic destinations that have made it to our travel bucket list. Go ahead and try the full range of exotic fragrance and long-lasting deodorants for men! Close your eyes and feel this holiday experience through your senses.
HandMade is a Brand with an agenda of making men feel great again by bringing back confidence in them. With its range of hair gel, wax, men’s deodorants, body spray for men and men’s perfume spray.",Beauty & Hygiene,103
722,722,722,722,2022-11-25,,delivery,HandMade Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",clothes,226
723,723,723,723,2019-01-15,,in progress,Energy Vaporisateur Natural Spray,"For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,101
724,724,724,724,2018-01-10,,created,HandMade Men Blue Super Skinny Fit Mid-Rise Low Distress Stretchable Jeans,"Blue medium wash five-pocket mid-rise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops",clothes,241
725,725,725,725,2022-10-04,2022-10-05,done,Deodorant Body Spray - Sweet (Woody Bouquet),"Skin friendly and alcohol free to prevent skin irritation, Long - lasting international fragrances, Combined with pH balance formula, Moisturizing and bacteria fighting ingredients, Keeps skin fresh all day long  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,99
726,726,726,726,2022-01-26,,delivery,HandMade Unisex Black Pacer Next Excel Core Sneakers,Product Design DetailsA pair of round-toe black sneakersHas regular stylingLace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturerDetailsPacer Next Excel is PUMA's Street Running creative direction taken a step further. A heavy knitted sock construction upper is combined by a durable TPU cage going all around the heel area for a supportive fit. The contemporary midsole design and a soft compound deliver premium cushioning whilst the durable rugged rubber outsole ensures best traction and grip for the everyday usage. The SoftFoam+ sockliner provides superior cushioning and optimal comfort for every step of your day.,clothes,60
727,727,727,727,2022-03-05,,created,Women Body Fragrance 8,"Established in 1981, the HandMade brand with the logo that features the polo rider and hallmark is best known for its accessories. HandMade is one of the most recognised brands and trademarks in the USA. This pack of HandMade deodorants are known to possess signature scents. These deodorants will keep you refreshed for hours. These deodorants will make you feel like you embody luxury, success, style, elegance, self- confidence and comfort.",Beauty & Hygiene,68
728,728,728,728,2020-03-22,,in progress,HandMade Women Black Printed A-Line Kurta,"Black printed A-line kurta with layered and embroidered detail, has a mandarin collar, three-quarter sleeves, flared hem",clothes,193
729,729,729,729,2018-01-23,,in progress,EDP 2,"Established in 1981, the HandMade brand with the logo that features the polo rider and hallmark is best known for its accessories. HandMade is one of the most recognised brands and trademarks in the USA. This pack of HandMade deodorants are known to possess signature scents. These deodorants will keep you refreshed for hours. These deodorants will make you feel like you embody luxury, success, style, elegance, self- confidence and comfort.",Beauty & Hygiene,191
730,730,730,730,2020-05-10,2020-05-13,done,HandMade Men Navy Blue Sandals,A pair of navy blue comfort sandalsSynthetic upper with velcro closureCushioned footbedPatterned tpr outsoleWarranty: 1 monthWarranty provided by brand/manufacturer,clothes,92
731,731,731,731,2020-05-05,2020-05-08,done,Zest Body Deodorant,"Interesting, electrifying and perhaps desirable secretly. Zest is the dapper fragrance of smoothness that is hard to match.",Beauty & Hygiene,212
732,732,732,732,2021-02-28,2021-03-02,done,HandMade Women Green Textured Sling Bag,"Green textured sling bag with quilted detail, has a zip closure1 main compartment, 1 external and 1 inner pocketNon-Detachable Sling StrapWarranty: 3 monthsWarranty provided by brand/manufacturer",clothes,101
733,733,733,733,2020-09-20,,delivery,"Gift Set - Deodorant + Body Wash, Black for Men 2","A rich fragerence starting with hints of pink pepper, cardamom, saffron & nutmegThe heart turns strong & masculine with notes of geranium & myrrh leading to a trail of precious oud, patchouli, leather & incense.  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,215
734,734,734,734,2020-03-17,,delivery,HandMade Green Striped Hand Painted Flower Vase,Type: Flower VaseColour: GreenPattern: StripedMaterial: WoodFeatures: Hand Painted,clothes,299
735,735,735,735,2020-11-26,,in progress,"Gift Set - Deodorant + Body Wash, Yellow for Women 8","A lively & exotic fragerence for womenCrisp notes of citrus and passion fruit blend with a slightly aquatic & floral heart of water jasmine, water lilies & violet leaves. The feminine bottom suggest at the sweeter aspects of cedar wood, musk & vanilla  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,296
736,736,736,736,2018-03-16,2018-03-19,done,HandMade Men Blue & Off-White Self Design Kurta with Churidar,"Blue and off-white self design kurta with churidarBlue straight knee length kurta, has a mandarin collar, long sleeves, straight hemOff-white solid churidar, drawstring closure",clothes,81
737,737,737,737,2020-01-31,,in progress,"Women Deodorant Roll On - Protect & Care, Non-Irritating & 48h Protection","HandMade Protect & Care is the only roll on with precious ingredients and fragrance of HandMade Creme. It protects against body odour & cares for your delicate underarm skin. Skin compatibility is dermatologically proven. 48 hours odour protection and gentle care with precious ingredients and its unique scent. It has non-irritating, skin tolerance with 0% Alcohol.",Beauty & Hygiene,79
738,738,738,738,2021-11-01,,created,HandMade Red Yoke Embroidered Tunic,"Red yoke embroidered Tunic, has a tie-up neck, three-quarter sleeves",clothes,57
739,739,739,739,2020-12-17,,created,Hizz Perfume,"‘Hizz’ perfume has come up with amazing contemporary fragrance with trendy packaging. The product has a wide range of fragrances to offer to match your moods and occasions perfectly.The collection is crafted as a fragrance wardrobe, to offer you a scent for every mood. The fragrance shall brighten your day as it reveals its fresh and crisp notes .The motto of the brand is “Live young and free” Perfect for days to watch the world go by. Flora Fragrance base for a fresh, floral twist on the iconic cruelty-free base. This product is sure to become a favourite in your fragrance collection. Crazy moments is one of the trusted brand in India, the brand offers an array of fragnaces to choose from.",Beauty & Hygiene,32
740,740,740,740,2021-11-01,,in progress,HandMade Women Navy Blue & Off-White Striped Skinny Fit Mid-Rise Clean Look Jeans,"Navy Blue and Off-white striped dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",clothes,33
741,741,741,741,2019-10-18,2019-10-19,done,Aura Essential Oil Deodorant - Geranium & Ylang Ylang,"This completely natural deodorant is designed to naturally neutralize body odours. The deodorant can be applied directly to the skin. It is free of chemicals, aluminium, and alcohol. This refreshing fragrance will soothe your sense and will rejuvenate you from within.",Beauty & Hygiene,270
742,742,742,742,2022-11-29,,in progress,HandMade Women Olive Green Striped Top,"Olive Green and Grey striped woven regular  top, has a round neck, and three-quarter sleeves",clothes,104
743,743,743,743,2018-12-22,,in progress,English Bluebell Deodorant,"Tradition is given a modern edge with Yardley€™s English Bluebell. Relish this mature and refined fragrance from The House of Yardley. A light, feminine and fresh, fruity floral fragrance opening with uplifting cassis accords followed by a flirty heart of bluebell, lily of the valley and peony enhanced with vanilla and musk in the base.",Beauty & Hygiene,119
744,744,744,744,2021-05-20,2021-05-22,done,HandMade Men Yellow & Navy Blue Colourblocked Round Neck T-shirt,"Yellow and Navy Blue colourblocked T-shirt, has a round neck, and long sleeves",clothes,215
745,745,745,745,2020-06-20,2020-06-21,done,"Gift Set - SG + EDT + Deo, Yellow 8","HandMade brings to you a perfect gift set for your beloved ones! A wonderful pick for the new season, the gift set includes a heavenly scented HandMade Eau De Toilette perfume, a freshly scented deodorant and a rejuvenating body wash to keep you fresh all day long.",Beauty & Hygiene,99
746,746,746,746,2022-09-15,,created,HandMade Red Solid Shoulder Bag,"Red solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a non-detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,297
747,747,747,747,2019-04-07,,delivery,"Gift Set - SG + EDT + Deo, Blue 8","HandMade brings to you a perfect gift set for your beloved ones! A wonderful pick for the new season, the gift set includes a heavenly scented HandMade Eau De Toilette perfume, a freshly scented deodorant and a rejuvenating body wash to keep you fresh all day long.",Beauty & Hygiene,19
748,748,748,748,2021-03-08,,in progress,HandMade Beige Solid Shoulder Bag,"Beige solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo HandlesWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,10
749,749,749,749,2021-09-12,2021-09-14,done,Avid Perfume Deodorant For Men,"A highly intense fragrance that attracts young, suave male audience. The fragrance pools a wide range of fresh and heartening notes. A contemporary creation wherein each note reaonates its own unusal allure. The top notes carry fresh fruity tones, merging in to a woody Aquatic heart, that exudes an enlivening effect on the wearer. The top and heart culminate into a fascinating base full of warm Amber and Patchouli to make the creation cast its charm.",Beauty & Hygiene,296
750,750,750,750,2018-04-13,,created,HandMade Unisex Blue & Blue  Printed 17inches Medium Laptop Backpack,Blue backpackNon-Padded haul loop1 main compartment with zip closurePadded Mesh backZip PocketPadded shoulder strap: PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer,clothes,154
751,751,751,751,2021-04-01,,delivery,Shadow Perfume Deodorant For Men,"Shadow Homme is a luminous blend of Bergamot and Saffron, with floral infusions of Orange Blossom, Vetiver and Cedar Wood. For that warm long lasting and perfect ending Patchouli, Amber and Musk intersperse in harmonious togetherness making the fragrance suitable for the confident male.",Beauty & Hygiene,112
752,752,752,752,2022-08-26,,delivery,HandMade Boys Navy Blue Loafers,"A pair of round-toe navy blue loafers, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",clothes,201
753,753,753,753,2019-09-23,2019-09-25,done,Khaas Deo Stick,"Deo sticks made of shea butter and essential oils. Fragrant and good for the skin. All, Natural Deo, will not clog the pores or darken the underarms. It is safe and nourishes the skin along with deodorising.",Beauty & Hygiene,101
754,754,754,754,2021-06-07,,created,HandMade White & Grey Set of Single Door Curtains,Set content: Single Door curtainsColour: White and GreyPattern: Floral DoorLight blocking: SheerFitting: EyeletLining: No,clothes,150
755,755,755,755,2021-07-16,,created,Men Fresh Active Deodorant,"Beat the heat with the NIVEA MEN Fresh Active Deodorant. With refreshing tones of ocean extracts, stay fresh, stay active this summer. The masculine fragrance keeps you fresh and confident all day while the care complex takes care of your underarm skin.",Beauty & Hygiene,75
756,756,756,756,2021-04-03,,in progress,HandMade Men Black Solid Jacket,"Black solid jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and cotton",clothes,228
757,757,757,757,2019-09-28,2019-10-01,done,Love You Like Crazy EDT For Women,"Check out this brilliant Love you like crazy EDP perfume for your women who is very special to you. It arrives with the enchanting aromas of Black Currant and Strawberry as opening notes while Peony and Lily add up as heart notes and not to forget the scents of Patchouli and Amber that give the final base notes. It is a wonderful gift choice for your charming woman on any special occasion or event. The perfume is known for its fragrance and can enhance your mood. It is known for its feel-good factor, besides its scent adds moments and memories for you to cherish. Bathe in the aroma of its exquisite fragrance.",Beauty & Hygiene,292
758,758,758,758,2021-10-20,2021-10-22,done,HandMade Women Red Printed A-Line Kurta,"Red printed A-line kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits",clothes,294
760,760,760,760,2018-08-06,,in progress,HandMade Blue & White Colourblocked Shoulder Bag,"Blue and white colourblocked shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,264
761,761,761,761,2018-07-07,,delivery,"Vibrant Ether Eau De Toilette Spicy Perfume - Party Wear, Unisex","The perfume unfolds elegantly leaving you captivated with it enigmatic notes making it one of the best Spicy perfumes. The sensual elements blended with exclusive ingredients entwined to create a perfume full of contrasts. The top note of the perfume starts with the fresh citrus aroma to brighten up your mood that has been achieved from a combination of Citrus-Lemon, Orange Blossom, and Rosemary. The distinctive fragrance at heart note delivers a warm spicy aroma with the blend of Spicy-Nutmeg, Coriander, Cardamom, Aromatic-Lavender, and Geranium. Which continues to the marvellous combination of Tonka Bean, Woody-Patchouli, Vetiver, Vanilla, and Musk to give the finishing touch which lasts for long hours. The perfume altogether revives the wearer with strong confidence to create their own fate. If you like the spicy woody fragrance, this is a perfect perfume for you.",Beauty & Hygiene,204
762,762,762,762,2021-11-22,2021-11-25,done,HandMade Yellow Bathmat,Solid yellow bathmat,clothes,138
763,763,763,763,2021-08-11,2021-08-13,done,Perfume Body Spray - Black Outdoor Sport Estiara,"The best deodorant spray for men and this deodorant keeps you active, brisk and energetic.  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,247
764,764,764,764,2020-05-27,,in progress,HandMade Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Blue light wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",clothes,189
765,765,765,765,2022-08-06,,created,English Bluebell - Eau De Toilette For Women,"HandMade has been capturing the delicate fragrance of English Flowers since 1770. It has top notes of Cassis, Peach, Heart note of Bluebell, Lily of Valley and Peony. This amazing EDT will enhance your mood and keeps you refreshed throughout the day. Enjoy the mesmerizing fragrance of Yardley, which is light and fresh.",Beauty & Hygiene,287
766,766,766,766,2021-07-02,,created,HandMade Pink Solid Handheld Bag,"Pink solid handheld bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,153
767,767,767,767,2021-05-01,,in progress,Blaze - Eau De Parfum,"Race to the top with the blaze, a citrus spicy excitement crafted for men with a love of adventure. Lemon and Cardamom combine to give the fragrance a citrus spicy opening followed by an aromatic heart resoundingly geranium. Ambery woody mossy notes provide warmth with a reassurance at the base with the use of Amber, Sandalwood and Oakmoss.",Beauty & Hygiene,180
768,768,768,768,2022-06-28,2022-06-30,done,HandMade Grey Single Long Door Curtain,Set content: Single Long Door curtainColour: GreyPattern: Abstract Long DoorLight blocking: RegularFitting: EyeletLining: No,clothes,29
769,769,769,769,2022-09-18,,created,Perfume Body Spray - Enchanted Voilet For Women,"The best deodorant spray for women and this deodorant keeps you active, brisk and energetic.",Beauty & Hygiene,60
770,770,770,770,2021-12-16,,delivery,HandMade Girls Pack of 2 Pure Cotton Embellished A-Line Top,"Pack of two embellished woven A-line top, has a round neck, and short sleeves in yellow and white",clothes,98
771,771,771,771,2022-09-12,,delivery,Khofooq Concentrated Perfume Free From Alcohol For Unisex,"A creation which emanates intense quietude and sentiment. A layered Floral bouquet with lasting notes of Ylang and Lily of the Valley, seductively knotted with Musky and Woody notes. An enchanting creation that absorbs the wearer into its celestial abode, Khofooq is for the man and woman who enjoy profound contentment and exuberance by using fine fusions that create an eternal impression.",Beauty & Hygiene,160
772,772,772,772,2022-07-30,,created,HandMade Yellow & Brown Pure Georgette Printed Saree,"Design Detail:Yellow and Brown   printed saree and has a zari border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Georgette is a lightweight fabric that displays an overall bouncy look. It is sheer and comes in both translucent and opaque textures.",clothes,170
773,773,773,773,2021-07-06,,in progress,Cologne - Tattoo For Men,"Audacity meets Fragrance.


Loaded with 3x more fragrance than a deodorant, this cologne is for the men who dare to push the boundaries, the ones who are different and comfortable in their own skin. With a rare mix of spices like ginger, pepper with woody notes and a citrus blast on top, this fragrance will stay unique like your tattoo.",Beauty & Hygiene,190
774,774,774,774,2019-01-20,2019-01-23,done,HandMade Men Grey Slim Fit Solid Casual Shirt,"Grey solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",clothes,164
775,775,775,775,2019-12-17,,in progress,Sultana Eau De Parfum,"The golden effervescence of Indian saffron and sweetness of tea rose to provide a regal touch to this fragrance fit for queens. The agarwood resonates well with the sensual effect of amber. The composition starts like melted chocolate and captures you in its wondrous swirls. It soon turns into a veil of wet silk, clinging on, embracing you in its warm smoothness. Agarwood’s sheer darkness is juxtaposed with a spice dusted tea rose, with neither overpowering the other, instead of mixing and mingling like two lovers in a tight embrace. Sultana is a smooth creamy finish rustles over you like windswept satiny tresses.",Beauty & Hygiene,37
776,776,776,776,2020-03-08,,created,HandMade Pink & Green Made to Measure Woven Design Lehenga with Blouse,"Grey and off-white made to measure lehenga with blousePink and Green lehenga choliPink made to measure embroidered blouse, pleated round neck, has padded cups, short sleeves, hook and eye closureGreen made to measure woven design lehenga, zip closure, has an attached kankan lining, flared hemWhat is Made to Measure?Customized lehenga choli according to your Bust and Length. So please refer to the Size Chart to pick your perfect size.How to measure bust?Measure under your arms and around your chest to find your bust size in inchesHow to measure Lehenga length?Measure from waist till barefoot to find lehenga length in inches",clothes,58
796,796,796,796,2019-04-05,,in progress,HandMade Kids Green Camouflage Printed Regular Fit Dungarees,"Green camouflage printed three-fourth length dungarees, has a waistband with belt loops, button closures on the sides, shoulder straps secured with buttons, three flap pockets secured with button, two side pockets, button fly",clothes,64
777,777,777,777,2018-07-06,2018-07-09,done,"Natural Body Spray & Fragrance Booster - Ice Dive, Developed With Athletes","The true sports brand for men and women, offering the best and most complete personal care line to be at your best 24/7/365 in any situation. Whether you like, love or live sports, HandMade Body Care unlocks your full potential. So get ready. Created to convey the unique sense of freedom, HandMade Ice Dive is an ozonic, refreshing Eau de Toilette that captures the uplifting sensations of extreme sports like surfing, snowboarding or rollerblading. This energizing and vibrant scent opens with refreshing notes of mint leaves combined with the elegant lavender and sparkling bergamot. Enriched with the aromatic geranium along with the woody sandalwood and patchouli, this fragrance ends with warm notes of musk contrasted with intense ambergris and woods. All together they create an invigorating scent full of drive, force, and energy reminding of the powerful and forceful ocean or snow-covered slopes. HandMade Ice Dive body spray is a daytime fragrance for men who live their lives in the fast lane, who have a daring, adventurous spirit. This amazing fragrance adds a thrill of excitement to the day of every man who wants to explore new territories and share intense emotions.",Beauty & Hygiene,231
778,778,778,778,2019-07-04,,delivery,HandMade Men Grey Solid Jacket,"Grey solid jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and cotton",clothes,239
779,779,779,779,2020-11-04,2020-11-06,done,"Lilas - Eau De Parfum, For Her",A unique fragrance that aims to attract young women looking to make a statement. Grapefruit and pink pepper combine to form a citrus spicy top note enriched with the sweetness of vanilla and rose at the heart. A woody base note comprised of patchouli and vetiver add to the the allure of this sweet surrender.,Beauty & Hygiene,62
780,780,780,780,2020-01-19,,in progress,HandMade Red Solid Shoulder Bag,"Red solid shoulder bag, has a zip closure1 main compartment, 2 external and Multiple inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,165
781,781,781,781,2021-05-09,2021-05-12,done,Pebble Shine - Eau De Parfum,"A fruity-fresh delight designed to attract the young vivacious woman. Top notes comprised of Orange, Bergamot and Strawberry provide the fragrance with a gourmand touch, with a floral heart of Jasmine, Orange Blossom and Peony. Musky Woody base notes add to the strength and a lasting touch of the fragrance.",Beauty & Hygiene,202
782,782,782,782,2019-10-24,,delivery,HandMade Men Black Sneakers Keen IDP HandMade Black-Quarry,"Product Design Details:A pair of round-toe black sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",clothes,163
783,783,783,783,2022-11-01,,in progress,Perfume Body Spray - Bleu,"Long-lasting refreshing fragrantÃ‚ deodorant, the irresistible freshness ofÃ‚ perfumed deodorantÃ‚ takes you into the heart of an Italian garden.  For Beauty tips, tricks & more visit https://bigbasket.blog/",Beauty & Hygiene,18
784,784,784,784,2018-10-22,2018-10-25,done,HandMade Green & Teal Blue Geometric Mild Winter 110 GSM Single Bed Comforter,"Set content: Single bed comforterUsage: Mild WinterGSM: 110Colour: Green, teal blue and orange Pattern: Geometric Comforter",clothes,208
785,785,785,785,2022-06-19,,delivery,"Tuxedo - Eau De Parfum, For Him","A citrus spicy fragrance designed to elaborate your evenings, Tuxedo is designed for the modern man who desires chic. A Lemon induced top playfully interacts with a spicy heart comprised of Cardamom and cumin. The fragrance adds impetus to the base with the use of Tonka and Cedarwood to present a warm woody and comforting powdery base.",Beauty & Hygiene,121
786,786,786,786,2021-05-18,2021-05-21,done,HandMade Girls Pink Slip-On Sneakers,"A pair of round-toe pink slip-on sneakers, has regular styling, velcro detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",clothes,152
787,787,787,787,2020-05-29,,created,Kiss Sexy Eau De Toilette,"Use this everlasting wonderful perfume to stay fresh all day. The captivating fragrance of this perfume from the brand HandMade is perfect to cheer your mood. Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,225
788,788,788,788,2019-05-05,2019-05-08,done,HandMade Set of 2 Beige Printed Pillow Covers,Set content: 2 pillow coversShape: RectangularColour: Off-WhitePattern: PrintedClosure: Overlap,clothes,266
789,789,789,789,2019-11-05,,created,Wild Set for Women,"The composition starts with mandarin, pear and neroli. The heart features mandarin blossom, orange-cola chord and rhubarb, while the base is built around amber, vanilla and velvety violet. The mesmerising fragrance will linger through out the day.",Beauty & Hygiene,241
